article no.;barcode;artist;title;track;ISRC;shop;type;country;qty;dealer (average);net (average);total amount
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;Spotify;Stream;Germany;1;0,003;0,002;0,002
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;iTunes/Apple;Stream;Germany;2;0,001;0;0,001
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;iTunes/Apple;Stream;Germany;2;0,001;0;0,001
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;iTunes/Apple;Stream;Austria;5;0,003;0,003;0,014
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Switzerland;7;0,004;0,003;0,024
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Sweden;1;0,004;0,003;0,003
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;Spotify;Stream;Switzerland;7;0,004;0,003;0,024
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Italy;1;0,004;0,003;0,003
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Jesse James;BEHC61800014;Spotify;Stream;Italy;1;0,004;0,003;0,003
"7"" 20671";3,76023E+12;R,W,W, (Reggae Workers of the World);Every Once in a While;Every Once in a While;BEHC61800013;Spotify;Stream;Germany;1;0,003;0,002;0,002
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;Spotify;Stream;Poland;3;0,002;0,001;0,004
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;Spotify;Stream;Germany;1;0,003;0,002;0,002
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;iTunes/Apple;Stream;Germany;2;0,001;0;0,001
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;Spotify;Stream;Poland;2;0,002;0,001;0,002
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Never Gonna Let;BEHC61800003;Deezer;Stream;Germany;1;0,003;0,003;0,003
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;iTunes/Apple;Stream;Switzerland;1;0,001;0,001;0,001
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;iTunes/Apple;Stream;Germany;2;0,001;0;0,001
"7"" 20672";3,76023E+12;Caz Gardiner & The Badasonics;Never Gonna Let;Tic Tac Toe;BEHC61800009;Deezer;Stream;Germany;1;0,003;0,003;0,003
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Germany;19;0,005;0,004;0,08
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Finland;2;0,005;0,004;0,007
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Italy;1;0,001;0,001;0,001
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Finland;5;0,005;0,004;0,018
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Switzerland;4;0,003;0,003;0,01
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Deezer;Stream;Germany;1;0,006;0,005;0,005
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Poland;6;0,002;0,001;0,007
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;iTunes/Apple;Stream;Austria;9;0,007;0,006;0,05
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Denmark;1;0,005;0,004;0,004
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Germany;5;0,001;0,001;0,004
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Estonia;1;0;0;0
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Poland;6;0,002;0,001;0,007
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Amazon Unlimited;Stream;Germany;1;0,003;0,003;0,003
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Norway;1;0,004;0,003;0,003
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Google Play;Stream;Germany;1;0,004;0,003;0,003
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Czech Republic;1;0,002;0,002;0,002
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;YouTube;Stream;Denmark;1;0,002;0,002;0,002
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Denmark;4;0,002;0,002;0,008
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Norway;1;0,004;0,003;0,003
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Italy;9;0,003;0,003;0,024
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Deezer;Stream;Germany;6;0,006;0,004;0,027
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Austria;4;0,002;0,002;0,008
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;UMA;Stream;Ukraine;1;0;0;0
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Czech Republic;1;0,002;0,002;0,002
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Italy;4;0,004;0,003;0,013
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Ireland;3;0,004;0,004;0,011
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Amazon Unlimited;Stream;Italy;1;0,009;0,007;0,007
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;iTunes/Apple;Stream;Poland;1;0,003;0,002;0,002
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Switzerland;8;0,004;0,003;0,027
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Austria;8;0,002;0,002;0,016
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;The Noose;BEHC61800030;Spotify;Stream;Ireland;1;0,004;0,004;0,004
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Spotify;Stream;Greece;1;0;0;0
"7"" 20674";3,76023E+12;The Slackers;Wrongful Suspicion;Wrongful Suspicion;BEHC61800029;Amazon Unlimited;Stream;Germany;14;0,007;0,005;0,073
